Payment Execution Date,Payment Modification Date and Time,Payment Creation Date and Time,Payment Authorisation Date and Time,Payment File Format/Channel,Ordering Bank (Swift Code or Local Bank Code),Ordering Account Number,Client Entity Name,Beneficiary Account Number,Beneficiary Name,Beneficiary Address,Beneficiary Bank (Swift Code or Local Bank Code),Beneficiary Country,Instruction/Payment Type,Payment Amount,Payment Currency,Remittance Advice,Connexis User ID (Maker),Connexis User ID (Authoriser),User Country Geo-Location,User last successful login date/time
1994-07-26 19:22:44,2018-04-16 06:54:04,2003-11-17 03:14:33,2005-12-08 13:19:08,avi,GB77AKFJ92337973054691,3524175774473228,Erin Morgan,4181684207628,Shelia Lopez,"652 Lorraine Ridge
Andrewfurt, TN 37757",GB57IKGG74350698212021,Mauritius,,6132.388648971145,"('AOA', 'Angolan kwanza')",,robertcrosby,hhernandez,Nepal,1998-01-27 04:22:30
2016-02-21 20:28:39,2013-08-31 19:47:43,2006-10-19 19:28:50,1997-12-03 17:09:47,doc,GB08USRY09143580698647,347067625049771,Christopher Brown,6576378225892315,Ashley Fischer,"460 Graham Pine Apt. 480
East Arianaland, MN 67489",GB07FZTK92230638207342,Uganda,,15497.45589499515,"('TRY', 'Turkish lira')",,paul11,kdawson,Italy,2016-07-08 22:24:56
2000-07-08 01:07:41,2005-03-08 14:43:15,2006-01-26 17:59:22,1994-04-06 19:37:14,odp,GB48DFRQ36311182789211,6535551551573010,Miss Kimberly Williams,676380044617,David Costa,"82253 Goodman Station
Dawnfurt, NC 60549",GB58KGXW23691379197852,Holy See (Vatican City State),,698.4600089519914,"('GGP', 'Guernsey pound')",,vanessajohnston,lucasbrenda,Croatia,1976-11-28 05:03:05
1977-12-30 13:32:49,1985-02-11 22:44:43,1981-08-13 23:01:05,2003-03-05 09:44:07,wav,GB49LMBV83858707994053,3535826885877924,Darrell Garcia,213179681559436,Austin Smith,"655 Sharon Centers
Austinshire, OH 80272",GB19ZDPO39780095595435,Korea,,1008.1009661240892,"('NIS', 'Israeli new shekel')",,michelle76,lmartinez,Dominica,2010-07-25 11:16:34
2001-02-06 10:03:30,1990-01-25 22:27:55,1988-03-24 09:38:02,1995-12-16 10:41:08,tiff,GB44CWNI23926501448175,213143551632939,Christopher Hunter,4395350882085958,Adrienne Riggs,"PSC 8586, Box 4486
APO AA 14834",GB32QODZ79795476428498,Mali,,6795.324658224655,"('UZS', 'Uzbekistani soʻm')",,jonescaroline,andrew74,Guam,1975-11-12 03:01:01
1977-03-17 22:31:16,1989-11-04 04:27:39,1988-01-07 10:16:32,1972-03-25 08:49:31,wav,GB72UEJF39191221898477,4748422799791,Samuel Gardner,3524737722089248,Darren Oliver,"49137 Ramirez Mall Suite 482
Lake John, HI 14356",GB97AHYJ93065209996986,Kazakhstan,,1942.955453884011,"('CAD', 'Canadian dollar')",,michaelsmith,jennifercampbell,Norfolk Island,1994-12-08 03:06:16
1982-07-29 09:18:28,2012-11-11 23:45:59,2001-08-26 09:20:29,1990-02-17 00:44:49,xls,GB54CPEC85771353613673,4915208572635030,Lindsay Olson,2242846915731400,Robert Diaz,"737 Davis Garden Suite 975
Robertshire, MO 54285",GB66RVWH51009753890804,Western Sahara,,629.3366496263573,"('BOB', 'Bolivian boliviano')",,jennifermarshall,hessjoshua,Tokelau,2014-11-27 10:33:15
1983-06-01 01:39:32,1975-11-27 01:52:11,1988-01-06 14:15:46,1971-10-23 10:06:00,pptx,GB41CWWY32118975378306,3511311792290469,Jennifer Greer,4631635462359,James Harris,"046 Pamela Junction
Garciaview, NJ 56971",GB60NHYD80098517021046,Mauritius,,618.2257491934091,"('SGD', 'Singapore dollar')",,cunninghamjacob,makaylawilliams,Austria,2005-11-23 15:42:46
2017-11-01 09:58:05,1984-03-26 01:54:28,1994-02-03 16:04:22,2011-04-24 15:23:15,mp3,GB54DGCA78607136258107,371811105890330,Luis Morse,6011827862591450,Emily Nguyen,"654 Miller Island
Dianeville, NJ 97099",GB57HNYT64330644100528,El Salvador,,10417.613031271843,"('GIP', 'Gibraltar pound')",,lopezrachel,millsmorgan,Liberia,2005-09-07 00:18:46
1978-04-12 20:10:30,1979-10-18 02:47:10,2001-02-08 17:23:17,1994-05-12 06:56:02,tiff,GB72DLYF44552416068195,348296556094089,Hannah Rivera,375366584634069,Jessica Roman,"902 Yu Vista Apt. 438
Ruthtown, GA 70696",GB92APAF54390279734486,Jordan,,1052.437365808434,"('SGD', 'Singapore dollar')",,schwartzbilly,jefferybenson,Guatemala,2018-01-13 08:09:22
2004-06-27 05:46:43,1984-11-09 14:13:04,1976-03-03 05:53:17,1997-08-04 13:34:06,mp3,GB47PZPB46895119488895,503833773925,Rachel Walker,4226161874307,Sara Mcdonald,"Unit 3859 Box 6034
DPO AP 35060",GB62OGXY94230523125787,Pitcairn Islands,,1665.9330919149602,"('LAK', 'Lao kip')",,krystal46,brian18,Germany,1999-08-13 08:40:19
2016-08-25 14:28:06,2012-07-05 22:29:32,1981-10-13 16:49:02,1976-09-10 06:01:04,flac,GB92KRPC85251345537873,38370399390163,Jennifer Joseph,30053739456716,Michael Long,"8020 Rivera Rue Apt. 855
Arielbury, DE 93958",GB54DYXC67594570193155,Korea,,2391.5460563222014,"('BGN', 'Bulgarian lev')",,joseph97,rebeccasmith,Antarctica (the territory South of 60 deg S),1973-11-26 17:39:23
1990-09-16 05:42:20,2010-02-09 02:51:09,2017-08-04 17:46:12,1977-05-18 19:34:19,jpg,GB20YLKH05645692752955,3571007212854291,Jonathon Wagner,5534580598120496,Lynn Wood,"57902 Robert Village
Angelastad, IA 46785",GB41XKKH16955709228448,Tunisia,,2811.755610907527,"('KZT', 'Kazakhstani tenge')",,yhenderson,jaime67,British Indian Ocean Territory (Chagos Archipelago),1977-03-31 23:52:37
1977-08-26 17:55:00,2011-07-22 21:31:43,2013-09-14 17:52:25,1988-03-25 02:46:10,gif,GB72XDGI98728346189165,4219826123972017,Katelyn Dunn,3599664916064797,Dawn Palmer,"60686 Kyle Springs
Thomasburgh, IA 96135",GB70IMYK84060055663317,Marshall Islands,,17740.848496710467,"('AMD', 'Armenian dram')",,rhondadennis,hilltamara,Suriname,1971-01-23 01:27:49
1978-02-27 06:22:20,1999-02-15 19:19:55,1995-01-15 12:37:40,2015-12-05 11:49:56,html,GB31ZTES91411161641326,213132209631096,Barbara Jimenez,3540605936384228,Joshua Johnson,"56602 Mary Ferry Apt. 224
Port Melissamouth, WY 09854",GB91ZXLU40499458521958,Andorra,,5567.834477757254,"('CAD', 'Canadian dollar')",,deansarah,baldwinaustin,Vanuatu,1991-02-23 04:40:13
2014-04-26 19:31:21,1979-04-02 04:51:34,1997-11-27 13:05:45,2017-10-22 04:17:47,pdf,GB41TVBO96184407028426,4527136777275254,Christy Perez,376717090202289,Jeremy Meyer,"18311 Paula Curve Apt. 391
South Mark, IN 97478",GB20OGEQ61194685756175,Sierra Leone,,10498.81902533421,"('MMK', 'Burmese kyat')",,benjaminboyd,potterkevin,Niger,1985-01-30 13:56:17
1994-08-16 14:20:41,1985-11-19 09:09:05,1989-12-30 15:42:17,2001-09-02 03:53:00,html,GB22BONJ11951702178816,38588690934542,Richard Ray,2716822723316418,Carol Smith,"7368 Marshall Parkways
South Hunterborough, MN 55660",GB56IDQY14930993503787,Ukraine,,8823.067111943506,"('JOD', 'Jordanian dinar')",,rmiller,morganlara,Guinea,1998-01-02 13:08:34
1978-03-20 22:59:45,1982-12-14 07:46:50,2002-01-13 14:25:00,1986-04-12 22:37:14,webm,GB70KANB97152721092290,4977313872294010,Maria Miller,36126674085239,Tonya Young,"846 Hunter Shores
South Christopher, MD 30300",GB69GCZJ57970669826162,Nauru,,3541.834237679854,"('XOF', 'West African CFA franc')",,pwood,francisco48,Colombia,1997-02-19 13:13:02
2006-12-28 18:09:26,1976-05-10 21:28:06,2016-11-30 11:35:34,1997-02-10 20:23:55,mp3,GB64KOZG10909983447838,6545281084055479,Benjamin Ayala,4423725525263318,Michele Lara,"429 Ritter Island
North Shari, ME 03881",GB57SBAW49820866782595,Moldova,,7816.772372769874,"('FJD', 'Fijian dollar')",,connieali,jacqueline01,Canada,2018-02-11 03:43:38
2016-01-15 16:56:39,2017-09-03 19:11:44,1973-07-16 12:45:31,1973-02-26 08:21:03,odt,GB83HKND30472614446896,180033512609671,Connie Page,346039230044019,Frank Anderson,"Unit 0723 Box 2497
DPO AE 61194",GB15AZFM45658745393345,Morocco,,9333.930350957595,"('HKD', 'Hong Kong dollar')",,mark00,nicholas11,Mexico,1981-01-14 07:44:04
1970-12-25 12:33:19,2019-07-21 04:03:17,2003-12-06 01:45:41,2017-09-23 10:46:04,doc,GB73VUFQ41618135887629,374595319811284,Anthony Mcconnell,180006934396945,Kimberly Proctor,"2694 Chan Ramp Apt. 496
Lake Sergio, PA 95192",GB86FPDX66633265480747,South Georgia and the South Sandwich Islands,,51.03257807266805,"('SBD', 'Solomon Islands dollar')",,dtyler,thomassteven,Turks and Caicos Islands,1973-08-30 02:00:04
2016-05-26 07:44:20,1988-01-12 21:28:33,2006-10-05 08:36:45,2016-03-31 10:29:22,html,GB96YOEA57886722752584,502056442556,Stephanie Whitehead,676330301026,Tara Barajas,"761 Henry Green
Laurachester, AK 48015",GB76TBXG46954078263323,Ecuador,,3826.410295206899,"('IMP', 'Manx pound')",,rmueller,pgutierrez,Saint Martin,1977-07-23 14:18:49
1991-05-03 15:31:13,2018-01-04 10:18:42,1999-06-15 18:24:15,2009-12-22 00:02:17,avi,GB31FSLC19403529541098,4916674297946565,John Rodriguez,4567811061586174562,Jennifer Foley,"727 Kristen Port
Yatesfort, UT 15410",GB26BKJW21957198348606,Saint Kitts and Nevis,,6938.535215478046,"('XCD', 'Eastern Caribbean dollar')",,jason93,michaelmiller,Burkina Faso,1980-03-01 09:37:16
1994-05-13 11:25:32,1977-10-19 14:55:08,2014-10-10 02:32:45,2006-12-05 13:26:14,mp4,GB96TFXF95666781229196,213148389244542,Jason Lyons,3544468246001339,Jonathan Thomas,"7870 Amy View
Lorimouth, AR 98805",GB87XSER00938622516530,Somalia,,2983.054930050434,"('ILS', 'Israeli new shekel')",,lrichard,derekmeyer,Hungary,1993-11-24 16:04:32
2001-06-15 12:14:19,1990-05-01 13:55:58,1993-11-05 09:58:18,2019-11-04 08:34:18,jpeg,GB24QUFL32667151154658,4339680046095900,Jillian Bean,5279818720499365,Yvonne Williams,"3225 Chase Lakes
Lewisbury, WV 63621",GB38TXXS62570820717101,Norfolk Island,,373.02625221760684,"('AZN', 'Azerbaijani manat')",,odonovan,wpatton,French Guiana,2001-02-10 22:22:06
1972-10-13 02:18:12,2012-01-10 02:09:54,2003-05-13 05:47:56,1980-11-26 08:03:12,ods,GB80NBIX13782396810486,4347565661577,Jasmine Sellers,180027988382052,Gina Davis,"Unit 8485 Box 0042
DPO AE 99329",GB36YYDL48053896140686,Malaysia,,817.1778305276279,"('DOP', 'Dominican peso')",,jbaker,danielle08,Anguilla,2011-03-09 00:44:30
1988-12-07 06:08:19,1982-03-05 23:22:34,1999-02-21 15:33:23,1993-06-21 19:15:04,txt,GB46IXTE40868733974064,3531139733498354,Karen Nelson,30447410472903,Lauren Bell,"19939 Joseph Centers Apt. 759
South Bruce, NE 76926",GB49FFQL10193685166125,Colombia,,11804.488217059183,"('TND', 'Tunisian dinar')",,ianderson,james93,Albania,2009-11-23 17:51:32
2018-11-12 04:52:06,1999-02-12 00:46:26,1988-02-17 10:23:21,1973-02-04 18:20:43,json,GB73TDQE55487334066033,4331662444694423462,Matthew Schultz,3544997793432901,Michael Johnston,"02097 White Underpass Suite 612
New Teresa, OK 23535",GB62HRAK89360181170866,Cambodia,,574.9890365437282,"('BDT', 'Bangladeshi taka')",,lambedward,margaret78,Palestinian Territory,1982-11-18 12:20:28
2011-03-04 01:46:35,1983-05-03 21:16:23,1987-08-05 06:37:25,2013-05-28 02:22:08,csv,GB69MKSH83593017533022,3572349914723898,Matthew Bowman,213138464926683,Dwayne Wright,"44565 Jessica Run Apt. 767
North Shelbymouth, AR 62861",GB54WLFB00133382793404,Bolivia,,11984.901937902352,"('GIP', 'Gibraltar pound')",,robertsimmons,camposanna,Malawi,2016-01-07 19:33:43
1999-11-05 00:25:50,2019-05-16 18:58:54,2008-10-07 07:39:02,2011-08-10 11:34:42,odt,GB16PSUT84709465523276,376541114965139,Mr. Justin Miller IV,676118712394,Erin Smith,"710 Mallory Terrace Apt. 361
East Tiffany, MS 01432",GB74BOLD76082164801338,Kenya,,7830.401012163383,"('MMK', 'Burmese kyat')",,cheryl25,christopherhernandez,Latvia,1997-05-08 21:06:25
2008-03-10 21:43:08,1998-11-27 18:48:34,1979-05-15 12:11:46,1981-03-19 01:20:47,csv,GB20AYMB20541045344580,4478616555029,Katherine Larson,4151938606952943,Cheryl King,"087 Frank Lane Apt. 030
East Jennifer, OR 72411",GB85ABMK29350730880288,Andorra,,7695.856980464677,"('MDL', 'Moldovan leu')",,christopherjenkins,treynolds,Cambodia,1977-04-02 03:59:20
2009-10-18 19:36:53,1985-03-30 00:25:43,1992-10-21 05:33:04,1993-04-15 10:15:59,webm,GB49EQTB93017463924462,5293264456769816,Jessica Hayes,375825765054272,Jesus Booth,"93252 Crawford Cliff Suite 561
West Troy, ND 88031",GB31YTXU67975105494932,Cambodia,,3090.427096666494,"('CHF', 'Swiss franc')",,marc49,dianaking,Denmark,2010-09-11 21:59:08
2006-12-30 12:45:54,1971-09-11 19:53:32,1978-01-16 16:49:35,1982-01-23 13:32:51,mp3,GB36KXKH01792221199686,572516342639,Michelle Turner DDS,6522462355143643,Hannah Joyce,"932 Michael Greens
North Cameron, NC 69309",GB60DKFQ33653041048400,Suriname,,527.4549065385502,"('CHF', 'Swiss franc')",,melinda89,bucksharon,American Samoa,1979-12-12 02:01:43
1982-08-29 23:09:23,1985-01-06 16:16:15,1971-04-02 16:09:01,1976-08-17 11:32:47,gif,GB68CVOD61585386172938,4788369084069969215,Diamond Thompson,3553762447436213,Julie Howard,"90021 Paul Loop Suite 799
Gregorymouth, ID 98543",GB09HXLQ59649365069013,China,,1248.2921236835703,"('CVE', 'Cape Verdean escudo')",,james76,taylortanya,Eritrea,2019-08-06 15:19:42
1979-10-14 11:22:06,1990-11-30 06:50:53,1993-06-26 06:13:10,2015-03-20 03:02:54,pages,GB09TEQM27277196756871,4769283447270,Joseph Kim,4652109519136,Steven Greene,"5477 Barnes Gateway
Susanhaven, KY 28170",GB97ULAU35978169849994,Finland,,6296.703363913269,"('MUR', 'Mauritian rupee')",,christopher59,dpollard,Liberia,1992-12-07 12:50:43
2018-01-14 08:13:07,2016-03-12 03:42:05,1980-04-18 16:23:45,1978-03-29 09:04:48,png,GB38HBVS26903345799604,348393324658707,Lawrence Randall,3557208420276289,Andrew Hernandez,"0801 Brown Club Suite 201
Salinasbury, WI 27367",GB78GBDA90195677742222,Samoa,,511.1203334472782,"('ARS', 'Argentine peso')",,raymondramirez,hsmith,Palau,2013-09-14 14:01:19
1977-05-19 03:02:21,1993-12-17 01:05:27,2018-01-17 17:54:00,2009-07-31 00:34:33,webm,GB06MAYB07905469147865,676174858636,Tammie Lozano,30056203161183,Anthony Sampson,"215 Rogers Bypass Suite 235
Jacksonhaven, TX 03136",GB38IXVV82452620185312,Latvia,,6492.802580170246,"('MNT', 'Mongolian tugrik')",,karla20,mramirez,Slovenia,2019-05-17 02:09:49
2000-11-24 17:42:03,1974-05-03 22:38:19,2000-03-25 08:09:59,1983-03-06 02:11:37,png,GB95EOZA81449882237619,213135484536930,Joyce Serrano,38626237112741,Helen Mullen,"602 Kyle Camp Apt. 515
New Juliamouth, ME 92278",GB32OSLY14347926975340,Algeria,,8147.420584679396,"('XAF', 'Central African CFA franc')",,stephanie78,monica33,American Samoa,2004-04-22 10:51:21
2019-06-06 11:21:00,2011-07-18 09:26:16,2017-04-16 16:18:52,2002-01-08 08:40:55,mp3,GB87CPSI56092893875795,4903214629776763,Christopher Gonzalez,2659663224510862,Joseph Johnson,"894 Kimberly Mount Suite 406
Donaldsonmouth, OH 36902",GB96CGQU10505067232702,United States Virgin Islands,,974.3718926708061,"('KHR', 'Cambodian riel')",,operkins,harriseric,Guam,1996-10-03 11:43:59
1990-02-02 01:10:06,2002-07-13 22:24:17,1977-09-25 19:16:47,1991-12-28 11:18:13,bmp,GB58WXLZ81622945513892,4122729450425756637,Chris Scott,30210133510155,Nichole Johnson,"5043 Clark Rue Apt. 220
Clarkchester, NJ 50105",GB27IKQH80319835510807,Korea,,8003.33416565766,"('BHD', 'Bahraini dinar')",,rebecca21,erikkemp,Cameroon,1976-11-22 00:55:51
2006-04-08 18:41:18,1975-02-08 02:24:47,2004-01-31 16:02:45,1976-05-09 12:30:25,txt,GB09IOHQ97267011064154,3557091584656540,Courtney Little,3534070135906636,Larry Yates,"1548 Molly Parkways
Curryview, MA 09586",GB84HXMM70393446224809,Comoros,,8095.225843260132,"('XDR', 'Special drawing rights')",,kimberly99,pruittjonathan,United States Virgin Islands,2014-04-28 20:19:17
1986-02-07 01:44:05,2017-11-30 15:33:42,1970-11-23 15:49:22,2018-09-10 05:16:21,webm,GB70QGJQ20644057531836,4026706783256286,Carol Smith,4277009488688945,Angelica Scott,"83243 Christopher Street
Lynchmouth, AR 21466",GB74PCYF38005954440862,Singapore,,6403.0906893447045,"('BMD', 'Bermudian dollar')",,laurencarroll,kathy61,Bolivia,1992-09-02 03:36:21
2015-02-27 10:02:37,2010-02-26 21:22:06,2011-12-20 20:13:50,1998-01-28 19:13:03,csv,GB96ZRCP53944533721730,180074797509780,Norma Anderson,180003890228667,Stephanie Yates,"3541 Johnson Prairie Suite 063
Millerberg, GA 75730",GB57CKTM70899400316248,Wallis and Futuna,,7107.295737591754,"('RUB', 'Russian ruble')",,kelly29,tbell,Sierra Leone,1998-01-14 17:51:44
2016-02-23 11:25:14,1993-07-20 17:06:43,1978-03-29 16:09:25,1981-12-02 22:24:10,mp3,GB19OIJR06283149538406,3558266496875128,Sarah Butler,4681810358807,Jamie Morris,"951 Adam Summit
Chadbury, OK 16011",GB72UFJL56293467500371,Tokelau,,177.92875140117357,"('IMP', 'Manx pound')",,imontgomery,reyesjared,Mauritania,2005-01-16 03:37:38
2017-08-23 17:44:12,2004-10-20 20:02:58,2003-01-15 03:00:29,1979-11-21 17:26:46,webm,GB48SHAH62820838877796,3577805104841480,Natalie Rojas,348092396414094,Angela Guerrero,"61061 Natasha Turnpike Suite 715
South Evelyn, MN 05611",GB36SJVI16184440218860,Qatar,,245.24889227328106,"('CZK', 'Czech koruna')",,floresshirley,lparker,Dominica,1977-07-13 12:59:03
2018-12-25 23:14:44,1983-08-04 02:38:28,2007-07-19 12:18:46,1977-05-20 03:12:12,ppt,GB35MAUS62969704010677,6516291886500783,John Matthews,3500557601124389,Ashley Wells,"92525 Anne Harbors
Port Teresaberg, WA 41355",GB95OSLY44727598643983,Niue,,15641.641048320404,"('VEF', 'Venezuelan bolívar')",,donaldsonchristie,uanthony,Burkina Faso,1985-02-28 21:24:09
2012-03-23 19:04:16,1994-06-23 05:29:56,1976-04-13 20:01:01,1971-11-05 03:05:35,webm,GB54NWVS93700774741836,4189080993918615838,Tyler Adkins,180082908045115,Max Hughes,"234 Scott Land Apt. 379
Port Alexisbury, KS 80489",GB06BDRN06134367811209,American Samoa,,2310.517542577481,"('KRW', 'Western Krahn language')",,kbaker,malonepeter,Italy,1988-01-16 16:23:22
2004-09-26 08:59:51,2020-02-04 07:07:41,1980-12-23 19:47:20,1994-11-15 15:48:59,js,GB48CDZJ57089223763688,371431200433983,Edward Jones,6011030259833961,Darlene Pham,"2694 Patrick Isle Apt. 051
New Kaylaland, IN 23432",GB11TUGI48630144733925,Kiribati,,3458.7986422102263,"('BND', 'Brunei dollar')",,heatherwright,ygonzalez,Netherlands,1983-07-22 23:31:39
2006-03-25 02:00:25,1992-01-05 19:42:49,1986-05-21 06:40:01,2006-12-08 08:05:01,odp,GB48VRGC12706895048866,38028341578109,Lori Delgado,4057956727086743,Joseph Boyer,"57282 Hayes Canyon
Robinsonmouth, WI 33076",GB34GMCT54014288939579,Cuba,,6513.222186653385,"('GIP', 'Gibraltar pound')",,zwallace,robert35,France,1992-11-26 18:55:22
2001-02-21 17:09:56,1991-01-13 20:38:41,1978-05-22 12:17:54,1999-09-02 09:34:39,mp3,GB14BZQZ10744525988870,343194270957688,Pamela Roth,4378824732844195,Dr. William David,"9657 Davis Lock
South Matthewborough, WV 33775",GB72AVOO01220298914223,Trinidad and Tobago,,13348.48748294906,"('RON', 'Romanian leu')",,leslie29,eramirez,Falkland Islands (Malvinas),2015-12-02 08:33:59
2004-08-10 00:26:02,2010-06-30 19:57:02,1990-09-03 14:29:05,1991-05-08 03:11:27,jpeg,GB40SIQD32099379254714,38663457581305,Kayla Leonard,346359839503680,Kevin Martin,"45204 Jones Dam Suite 825
Port Stephen, ID 75621",GB24XQJH07878624840865,Heard Island and McDonald Islands,,2163.7402024110947,"('PHP', 'Philippine peso')",,mgrant,nicholasjohnson,Taiwan,1971-11-20 17:10:41
1980-09-23 15:33:29,1970-01-27 03:23:52,1996-01-14 09:41:59,1984-06-14 01:41:22,pdf,GB14ZBSW74772721463417,4640708527379776,Ian Marshall,3547262936682426,Donna Porter,"3548 Laura Parkways
Jenniferberg, IA 41817",GB75FXDO07962805243233,Togo,,3993.081172596503,"('JOD', 'Jordanian dinar')",,chaddiaz,hkey,Belarus,1993-10-21 02:11:04
1986-11-02 11:20:20,2020-02-03 18:46:22,1980-05-11 02:37:43,1997-05-13 19:51:25,tiff,GB18BYWL48139129449908,675954665666,Carla Campbell,30451063853401,Sharon Flores,"901 Justin Pass
Bakerfurt, DE 21462",GB31DDSK29116697782832,Colombia,,916.1594717793786,"('AWG', 'Aruban florin')",,collinscolleen,amandarussell,Anguilla,1976-11-18 10:00:01
1982-04-27 18:51:50,1975-05-16 08:31:49,1989-12-23 06:16:53,1984-07-11 04:27:09,key,GB94JHSD42178800411404,4154155007335500574,Andrea Hall,5112688802644530,Donna Wilson,"8489 Lee Ville
Port James, PA 65435",GB69SEAK06458107654933,Uganda,,3908.723932200238,"('WST', 'Samoan tālā')",,christine23,avilakelly,Spain,2008-01-15 10:50:40
1980-06-29 15:23:46,1986-09-19 00:06:43,1970-01-31 02:02:15,2008-12-28 09:52:13,mp4,GB43VUBJ27007294364030,4584707879366,Jason George,4826546428047100,Sylvia Harris,"68021 Maria Corners Suite 714
Kennethbury, AK 03276",GB69KQOE46240675450945,Costa Rica,,13770.084918004786,"('RSD', 'Serbian dinar')",,carol48,owilson,Azerbaijan,1976-12-22 15:19:41
1972-08-17 11:52:38,2001-02-14 08:21:48,1971-08-25 18:21:06,1973-07-30 10:00:39,jpeg,GB98CQDN30178222627371,180043623120013,Marisa Ingram,3505316809224342,Pamela Porter,"947 Kelly Plains
Bruceport, MO 39845",GB58CEUG22125218443576,Latvia,,7638.122194554329,"('AOA', 'Angolan kwanza')",,darryl19,jhenson,Saint Vincent and the Grenadines,1979-10-22 05:36:40
1971-10-21 14:05:03,1998-08-05 18:06:41,2012-09-17 10:35:33,1991-10-17 13:40:16,numbers,GB06HRLE88007645383076,6011686076817675,Christopher Rogers,30578441916714,Michael Smith,"262 Anna Mews
Port Shirley, RI 26404",GB78YSAS06134545048804,Lao People's Democratic Republic,,4976.497818363575,"('HKD', 'Hong Kong dollar')",,howellsarah,walterclayton,Norway,1989-02-26 21:55:53
1996-01-28 16:16:13,2000-09-27 08:57:31,1982-06-15 00:38:37,1997-10-07 00:27:23,pdf,GB87LWYQ31522100237874,4087351333573,Nancy Thompson,3512728388551138,Amanda Johnson,"027 Ward Radial Suite 889
New Anna, DC 72252",GB86SSLQ29970172735082,Reunion,,2977.3847314142768,"('JEP', 'Jersey pound')",,brandy95,cmarks,Qatar,2017-11-28 06:51:04
1993-08-31 23:31:01,1978-04-28 15:20:40,1980-11-11 09:10:44,2013-01-14 10:25:19,jpeg,GB62AHWE90090115165546,4673195259606230,Patrick Woods,4213138167798548,Michael Murray,"20289 Kenneth Divide
Port Debra, WV 69763",GB24IFFG22256546599188,Mexico,,9679.730120734066,"('MXN', 'Mexican peso')",,michael99,penny03,Timor-Leste,1977-02-02 14:48:32
1973-08-09 14:35:45,1986-06-11 23:29:12,2003-04-25 04:12:45,1982-02-05 02:55:32,ppt,GB75UPSV50776911391271,675975773499,Kristin Wiggins,3591216686580227,Christine Foster,"9183 Scott Stravenue
Port Sarah, WV 56524",GB87DPSK01500548960527,Brunei Darussalam,,7868.968547059163,"('KRW', 'Western Krahn language')",,christinethompson,palmerlisa,Korea,2002-02-15 06:06:36
2012-11-27 12:38:17,1994-07-20 07:22:31,1971-09-26 19:52:00,2005-01-29 11:11:51,bmp,GB88QDHF88224562776499,6573225413851657,Julia Rodriguez,2269050232697612,Sharon Smith,"25162 Banks Lock Apt. 951
Nancyborough, AK 65716",GB78IKKZ07565699343462,Thailand,,1415.7266798394508,"('CNY', 'Renminbi')",,chasejonathon,davilameghan,Belgium,2006-07-24 13:02:43
1970-11-23 15:20:34,2018-12-18 01:06:32,2013-11-10 18:55:00,2010-07-14 20:33:41,mp3,GB61AIQU36387398536699,676301065873,Wanda Lopez,371008914414069,Zachary Thomas,"850 Anthony Trail Apt. 293
Riceberg, WY 47356",GB30NWOA41845024657204,Thailand,,11265.758638956831,"('HUF', 'Hungarian forint')",,floressamantha,evananderson,Saint Lucia,1974-06-24 22:19:13
2008-07-31 14:27:40,1984-09-07 11:54:59,2002-10-22 09:50:15,1974-09-12 00:35:46,mp3,GB91UWDT80774736697717,180003970720229,Jeremy Torres,6011948303796704,Jason Allen,"21807 Hayes Crossing Apt. 215
New Carrieton, SD 96099",GB78XMSO65867072426450,Suriname,,201.36381321027815,"('SLL', 'Sierra Leonean leone')",,michael56,uolson,Macedonia,2001-06-20 07:17:54
2019-06-09 10:48:17,1977-11-25 12:45:25,2005-04-04 20:40:24,1985-10-11 00:47:00,jpeg,GB31KHCR40192291863261,6011108293591561,Kerry Dixon,4011904254556758,Joshua Nelson,"562 Mcdaniel Glen Apt. 560
West Monique, CT 62449",GB81DOKF81639883294105,United Kingdom,,193.90412361710932,"('MZN', 'Mozambican metical')",,jboone,flemingmelissa,Fiji,1971-06-29 17:12:28
1996-05-20 08:54:12,2020-07-21 10:16:31,2013-05-07 23:01:49,2010-09-26 10:03:36,json,GB77DRYQ98457775161324,30454946732677,Jerry Perez,4049050723758900,James Moses,"42610 Thomas Isle Apt. 771
Lake Michael, ME 98117",GB35WSEP79775322981976,Czech Republic,,11622.386837323942,"('BND', 'Brunei dollar')",,davidvillarreal,shansen,Reunion,2000-08-12 20:22:26
1994-10-19 04:53:17,1997-10-06 11:53:52,2014-05-05 02:27:23,2014-01-02 14:12:20,mp4,GB69KEGQ36387447700687,4319636119963378,Kara Lopez,6011905966084505,Jacob Martin,"504 Strickland Ridges
Benjaminland, UT 88471",GB67GKRX43746473168578,South Georgia and the South Sandwich Islands,,4420.271743007805,"('ANG', 'Netherlands Antillean guilder')",,katherineglenn,johnssarah,Jamaica,1981-03-03 22:06:57
2020-01-29 10:04:30,2016-03-08 18:06:36,1997-05-21 18:56:20,2016-03-02 13:01:07,mp4,GB52UWCR57512494562404,213174239443860,Christine Mcgee,4309967804887982,Daisy Moore,"2770 Barrett Viaduct
New Emilychester, MI 14142",GB87DYLF86867490475007,France,,7496.185021947827,"('SVC', 'Salvadoran colón')",,xsmith,andrea96,Turkmenistan,1973-10-14 22:17:22
